title,keyword,rate_score,StarRate_ParticipantCount
도둑의 밤,#별점1000개이상#3000원이하#가상시대물#동양풍#정략결혼#절륜남#계략남#순진녀#상처녀#왕족/귀족#소유욕/독점욕/질투#금단의관계#운명적사랑#집착남#냉정남#더티토크#리뷰100개이상#2016년출간#고수위#단행본,3.6,2415.0
그 영애의 사정,#1만원~2만원#궁정로맨스#서양풍#로맨틱코미디#다정남#카리스마남#왕족/귀족#달달물#능력남#직진남#능력녀#걸크러시#털털녀#단행본,3.5,18.0
호러여도 좋습니다,#별점1000개이상#3000~5000원#현대물#판타지물#초월적존재#까칠남#동정남#순진녀#능글남#존댓말남#직진녀#동정녀#털털녀#쾌활발랄녀#추리/미스터리/스릴러#이야기중심#평점4점이상#리뷰100개이상#단행본,4.1,1549.0
물 마를 일 없어라,#별점100개이상#3000~5000원#가상시대물#동양풍#동거#절륜남#계략남#순진녀#오해#카리스마남#왕족/귀족#달달물#권선징악#신분차이#몸정>맘정#소유욕/독점욕/질투#운명적사랑#능력남#직진남#평범녀#순정녀#외유내강#이야기중심#리뷰100개이상#고수위#단행본,3.8,433.0
어쩌다가 전원일기,#별점1000개이상#5000~1만원#현대물#로맨틱코미디#첫사랑#다정남#존댓말남#평점4점이상#리뷰100개이상#단행본,4.4,1255.0
혼주는 아홉 살,#별점500개이상#3000~5000원#현대물#상처남#달달물#능력남#직진남#능력녀#직진녀#다정녀#외유내강#쾌활발랄녀#힐링물#평점4점이상#리뷰100개이상#단행본,4.3,821.0
우아한 독종,#별점100개이상#1만원~2만원#현대물#재회물#순정남#다정남#절륜남#계략남#재벌남#달달물#전문직#경찰/형사/수사관#권선징악#소유욕/독점욕/질투#운명적사랑#뇌섹남#능력남#직진남#유혹남#집착남#뇌섹녀#능력녀#다정녀#유혹녀#도도녀#걸크러시#털털녀#평점4점이상#리뷰100개이상#단행본,4.2,429.0
호랑이 공주,#별점500개이상#1만원~2만원#동양풍#순정남#절륜녀#왕족/귀족#신분차이#순진남#무심녀#평점4점이상#리뷰100개이상#고수위#단행본,4.1,505.0
고수레,#별점500개이상#3000~5000원#가상시대물#동양풍#초월적존재#정략결혼#까칠남#후회남#다정남#절륜남#계략남#상처녀#오해#갑을관계#신분차이#소유욕/독점욕/질투#유혹남#집착남#오만남#존댓말남#다정녀#짝사랑녀#평점4점이상#리뷰100개이상#단행본,4.0,536.0
"눈길이 머무는 곳에, 그대",#별점1000개이상#5000~1만원#현대물#첫사랑#맞선#다정남#애잔물#법조계#전문직#운명적사랑#동정녀#외유내강#힐링물#평점4점이상#리뷰100개이상#2016년출간#단행본,4.1,1515.0
베아트리체,#별점1000개이상#2만원초과#가상시대물#판타지물#서양풍#신데렐라#전생/환생#다정남#상처녀#카리스마남#왕족/귀족#권선징악#신분차이#능력남#냉정남#뇌섹녀#외유내강#성장물#이야기중심#평점4점이상#리뷰100개이상#2016년출간#단행본,4.3,1278.0
폭월의 밤,#별점1000개이상#3000원이하#가상시대물#동양풍#속도위반#재회물#순진녀#카리스마남#왕족/귀족#권선징악#소유욕/독점욕/질투#능력남#집착남#존댓말남#순정녀#동정녀#더티토크#리뷰100개이상#고수위#단행본,3.8,2226.0
수레멸망악심꽃,#별점500개이상#5000~1만원#가상시대물#동양풍#재회물#초월적존재#상처남#후회남#순진녀#상처녀#애잔물#집착남#계략녀#피폐물#신화물#평점4점이상#리뷰100개이상#단행본,4.2,796.0
도깨비 신부,#별점500개이상#3000원이하#가상시대물#동양풍#나이차커플#초월적존재#다정남#절륜남#상처녀#오해#초능력#금단의관계#운명적사랑#철벽남#직진녀#계략녀#유혹녀#외유내강#이야기중심#리뷰100개이상#고수위#단행본,3.9,682.0
연애잠복기,#별점1000개이상#3000원이하#현대물#로맨틱코미디#사내연애#까칠남#상처녀#능글남#달달물#사차원남#뇌섹남#능력남#직진남#존댓말남#다정녀#엉뚱녀#평점4점이상#리뷰100개이상#2016년출간#단행본,4.2,2150.0
세 남자의 노예,#별점1000개이상#5000~1만원#가상시대물#상처남#나쁜남자#후회남#절륜남#계략남#오해#왕족/귀족#초능력#소유욕/독점욕/질투#능력남#집착남#짝사랑남#능력녀#계략녀#철벽녀#피폐물#하드코어#평점4점이상#리뷰100개이상#고수위#단행본,4.3,1088.0
달이 내리는 밤,#별점100개이상#3000원이하#가상시대물#판타지물#서양풍#초월적존재#순정남#순진녀#달달물#운명적사랑#유혹녀#리뷰100개이상#단행본,3.7,348.0
2710의 법칙,#별점100개이상#3000~5000원#현대물#사내연애#첫사랑#다정남#능글남#뇌섹남#능력남#직진남#능력녀#평점4점이상#리뷰100개이상#단행본,4.0,462.0
함부로 술에 취하지 말자,#별점500개이상#5000~1만원#판타지물#서양풍#캠퍼스물#로맨틱코미디#첫사랑#원나잇#순정남#동정남#다정남#절륜남#오해#왕족/귀족#신분차이#직진남#존댓말남#대형견남#능력녀#다정녀#엉뚱녀#쾌활발랄녀#성장물#평점4점이상#리뷰100개이상#단행본,4.5,903.0
우리의 아주 촌스러운 연애,#별점500개이상#5000~1만원#현대물#로맨틱코미디#첫사랑#친구>연인#순정남#다정남#짝사랑남#애교녀#짝사랑녀#쾌활발랄녀#힐링물#평점4점이상#리뷰100개이상#단행본,4.2,607.0
적반하장,#별점500개이상#3000원이하#가상시대물#동양풍#동정남#다정남#계략남#왕족/귀족#달달물#신분차이#몸정>맘정#직진남#동정녀#외유내강#엉뚱녀#조신남#평점4점이상#리뷰100개이상#고수위#단행본,4.1,717.0
모렌도 (Morendo),#별점1000개이상#3000~5000원#현대물#재회물#후회남#상처녀#잔잔물#비밀연애#능력남#직진남#집착남#후회녀#철벽녀#냉정녀#평점4점이상#리뷰100개이상#단행본,4.1,1359.0
음란하고 사악한,#별점500개이상#3000원이하#가상시대물#판타지물#서양풍#초월적존재#다정남#계략남#상처녀#오해#능글남#초능력#권선징악#갑을관계#몸정>맘정#소유욕/독점욕/질투#유혹남#집착남#존댓말남#재벌녀#사이다녀#동정녀#외유내강#평점4점이상#리뷰100개이상#고수위#단행본,4.0,612.0
러빙 파가니니,#별점100개이상#3000~5000원#현대물#까칠남#순정남#연하남#다정남#절륜남#절륜녀#상처녀#달달물#전문직#운명적사랑#능력남#직진남#애교남#순진남#대형견남#능력녀#재벌녀#사이다녀#다정녀#외유내강#털털녀#평점4점이상#리뷰100개이상#단행본,4.0,442.0
후작과 수리공,#별점500개이상#1만원~2만원#학원물#가상시대물#판타지물#서양풍#첫사랑#친구>연인#계략남#순진녀#왕족/귀족#달달물#비밀연애#신분차이#소유욕/독점욕/질투#뇌섹남#능력남#집착남#냉정남#능력녀#외유내강#성장물#평점4점이상#리뷰100개이상#단행본,4.2,866.0
계절의 경계,#별점1000개이상#5000~1만원#현대물#첫사랑#절륜남#상처녀#오해#카리스마남#애잔물#조직/암흑가#계약연애/결혼#소유욕/독점욕/질투#운명적사랑#능력남#직진남#집착남#철벽녀#냉정녀#무심녀#평점4점이상#리뷰100개이상#고수위#단행본,4.0,1115.0
자고 일어났더니 신데렐라 언니가 되어 있었다,#별점1000개이상#3000원이하#판타지물#서양풍#절륜남#달달물#능력남#털털녀#리뷰100개이상#단행본,3.8,1120.0
잘못된 고백,#별점100개이상#2만원초과#판타지물#서양풍#삼각관계#상처남#순정남#다정남#카리스마남#왕족/귀족#달달물#차원이동#영혼체인지/빙의#신분차이#냉정남#능력녀#다정녀#외유내강#엉뚱녀#쾌활발랄녀#성장물#평점4점이상#리뷰100개이상#단행본,4.2,455.0
백만 달러의 신부,#별점1000개이상#3000~5000원#현대물#재벌남#외국인/혼혈#계약연애/결혼#뇌섹녀#걸크러시#평점4점이상#리뷰100개이상#고수위#단행본,4.1,1974.0
기린화,#별점1000개이상#1만원~2만원#가상시대물#동양풍#기억상실#첫사랑#재회물#다정남#왕족/귀족#신분차이#운명적사랑#능력남#집착남#오만남#무심녀#엉뚱녀#평점4점이상#리뷰100개이상#단행본,4.5,1169.0
별이 내려서,#별점500개이상#5000~1만원#현대물#사내연애#연예인#상처남#카리스마남#달달물#비밀연애#운명적사랑#능력남#직진남#존댓말남#뇌섹녀#능력녀#애교녀#철벽녀#외유내강#힐링물#평점4점이상#리뷰100개이상#단행본,4.3,624.0
차원 너머의 연인,#별점1000개이상#1만원~2만원#판타지물#서양풍#로맨틱코미디#첫사랑#까칠남#동정남#절륜남#잔잔물#차원이동#라이벌/앙숙#갑을관계#소유욕/독점욕/질투#운명적사랑#집착남#동정녀#외유내강#이야기중심#평점4점이상#리뷰100개이상#단행본,4.2,1035.0
금수의 연정,#별점100개이상#5000~1만원#가상시대물#동양풍#복수#첫사랑#재회물#상처남#순정남#동정남#다정남#절륜남#순진녀#상처녀#카리스마남#왕족/귀족#달달물#권선징악#키잡물#신분차이#몸정>맘정#소유욕/독점욕/질투#운명적사랑#능력남#사이다남#직진남#집착남#냉정남#존댓말남#대형견남#직진녀#다정녀#순정녀#동정녀#외유내강#쾌활발랄녀#성장물#평점4점이상#리뷰100개이상#고수위#단행본,4.2,439.0
태워,#별점1000개이상#3000~5000원#현대물#남장여자#상처남#나쁜남자#순진녀#소유욕/독점욕/질투#리뷰100개이상#2015년출간#고수위#단행본,3.7,1271.0
꼬리 아홉 달린 연하 (삽화본),#별점100개이상#3000원이하#나이차커플#로맨틱코미디#첫사랑#순정남#동정남#연하남#절륜남#계략남#천재#몸정>맘정#뇌섹남#직진남#짝사랑남#대형견남#평범녀#무심녀#털털녀#더티토크#리뷰100개이상#고수위#단행본,3.8,413.0
"봄, 거짓말",#별점1000개이상#3000~5000원#현대물#첫사랑#재회물#친구>연인#까칠남#상처남#후회남#연하남#절륜남#계략남#상처녀#오해#능글남#잔잔물#애잔물#권선징악#소유욕/독점욕/질투#유혹남#짝사랑남#냉정남#대형견남#뇌섹녀#능력녀#다정녀#후회녀#짝사랑녀#순정녀#철벽녀#힐링물#츤데레남#평점4점이상#리뷰100개이상#단행본,4.5,1062.0
사랑할 수 없는,#별점500개이상#3000~5000원#판타지물#서양풍#기억상실#첫사랑#순정남#동정남#상처녀#왕족/귀족#능력남#순정녀#이야기중심#평점4점이상#리뷰100개이상#고수위#단행본,4.1,816.0
만국연담 (滿國戀譚),#별점1000개이상#3000~5000원#가상시대물#동양풍#나이차커플#첫사랑#계략남#순진녀#왕족/귀족#우월녀#츤데레남#평점4점이상#리뷰100개이상#단행본,4.1,1989.0
메리지 블루,#별점100개이상#3000~5000원#현대물#원나잇#순정남#다정남#절륜남#상처녀#능글남#재벌남#비밀연애#계약연애/결혼#몸정>맘정#소유욕/독점욕/질투#직진남#집착남#존댓말남#평범녀#동정녀#리뷰100개이상#고수위#단행본,3.9,314.0
검은 현무,#별점500개이상#3000~5000원#현대물#가상시대물#판타지물#동양풍#첫사랑#초월적존재#절륜남#오해#카리스마남#키잡물#운명적사랑#직진녀#유혹녀#순정녀#동정녀#이야기중심#조신남#신화물#리뷰100개이상#고수위#단행본,3.7,576.0
탐화접(探花蝶),#별점500개이상#3000~5000원#동양풍#복수#첫사랑#동정남#다정남#절륜남#계략남#상처녀#왕족/귀족#달달물#비밀연애#소유욕/독점욕/질투#유혹남#집착남#존댓말남#도도녀#더티토크#평점4점이상#리뷰100개이상#고수위#단행본,4.3,850.0
더없이 달콤한,#별점1000개이상#3000원이하#현대물#나이차커플#사내연애#까칠남#절륜남#계략남#순진녀#오해#능글남#달달물#소유욕/독점욕/질투#능력남#짝사랑남#다정녀#짝사랑녀#엉뚱녀#리뷰100개이상#고수위#단행본,3.8,1726.0
노예는 물든다,#별점500개이상#1만원~2만원#서양풍#기억상실#복수#나쁜남자#후회남#왕족/귀족#소유욕/독점욕/질투#집착남#오만남#능력녀#무심녀#걸크러시#피폐물#평점4점이상#리뷰100개이상#단행본,4.2,532.0
감히 바라다,#별점100개이상#5000~1만원#가상시대물#서양풍#삼각관계#첫사랑#까칠남#상처남#나쁜남자#순정남#후회남#절륜남#상처녀#왕족/귀족#신분차이#몸정>맘정#소유욕/독점욕/질투#금단의관계#운명적사랑#능력남#집착남#냉정남#평범녀#짝사랑녀#순정녀#동정녀#피폐물#하드코어#리뷰100개이상#고수위#단행본,3.8,470.0
구원해주세요,#별점500개이상#5000~1만원#현대물#복수#연예인#나쁜남자#상처녀#재벌남#외국인/혼혈#조직/암흑가#갑을관계#몸정>맘정#소유욕/독점욕/질투#집착남#냉정남#오만남#존댓말남#피폐물#더티토크#하드코어#리뷰100개이상#단행본,3.9,712.0
눈꽃,#별점1000개이상#3000~5000원#현대물#첫사랑#재회물#후회남#상처녀#오해#재벌남#잔잔물#달달물#애잔물#외국인/혼혈#능력남#냉정남#짝사랑녀#순정녀#피폐물#평점4점이상#리뷰100개이상#2014년출간#단행본,4.2,1077.0
중심의 미학,#별점500개이상#3000원이하#현대물#로맨틱코미디#사내연애#상처남#재벌남#몸정>맘정#냉정남#존댓말남#직진녀#능글녀#다정녀#유혹녀#동정녀#더티토크#리뷰100개이상#고수위#단행본,3.6,610.0
찰떡찰떡,#별점1000개이상#3000원이하#동양풍#첫사랑#절륜남#계략남#순진녀#달달물#선결혼후연애#유혹남#존댓말남#하드코어#리뷰100개이상#고수위#단행본,3.8,1231.0
달콤하게 녹이는 법,#별점1000개이상#3000~5000원#현대물#나이차커플#사내연애#순정남#다정남#잔잔물#달달물#엉뚱녀#쾌활발랄녀#힐링물#평점4점이상#리뷰100개이상#2016년출간#단행본,4.2,1785.0
장송행진곡 (Funeral March),#별점500개이상#5000~1만원#현대물#재회물#다정남#절륜남#상처녀#카리스마남#재벌남#외국인/혼혈#전문직#소유욕/독점욕/질투#능력남#직진남#능력녀#다정녀#까칠녀#추리/미스터리/스릴러#평점4점이상#리뷰100개이상#고수위#단행본,4.0,762.0
처마가 눈썹을 닮았다,#별점1000개이상#3000~5000원#현대물#상처남#다정남#상처녀#잔잔물#운명적사랑#평점4점이상#리뷰100개이상#2016년출간#단행본,4.3,1618.0
길티 바이트,#별점1000개이상#3000~5000원#현대물#첫사랑#연하남#다정남#절륜남#계략남#순진녀#상처녀#오해#재벌남#선결혼후연애#소유욕/독점욕/질투#뇌섹남#능력남#유혹남#집착남#존댓말남#평범녀#다정녀#동정녀#평점4점이상#리뷰100개이상#썸딜#고수위#단행본,4.0,1286.0
