title,keyword,rate_score,StarRate_ParticipantCount
오해인데요,#별점100개이상#3000~5000원#현대물#로맨틱코미디#사내연애#첫사랑#재회물#까칠남#상처남#다정남#오해#달달물#능력녀#엉뚱녀#쾌활발랄녀#츤데레남#평점4점이상#2015년출간#단행본,4.0,364.0
대장간의 공작님,#별점100개이상#3000~5000원#판타지물#기억상실#로맨틱코미디#동정남#다정남#상처녀#달달물#신분차이#존댓말남#평범녀#다정녀#동정녀#이야기중심#평점4점이상#단행본,4.1,296.0
오감충족,#별점100개이상#3000~5000원#현대물#동거#원나잇#까칠남#절륜남#상처녀#오해#카리스마남#재벌남#소유욕/독점욕/질투#능력남#나쁜여자#무심녀#도도녀#고수위#단행본,3.8,309.0
공작님의 유령신부,#별점100개이상#3000원이하#가상시대물#서양풍#동거#첫사랑#순정남#동정남#다정남#절륜남#계략남#순진녀#상처녀#카리스마남#왕족/귀족#몸정>맘정#능력남#직진남#짝사랑남#평범녀#추리/미스터리/스릴러#이야기중심#단행본,3.7,277.0
가시연꽃,#별점100개이상#1만원~2만원#가상시대물#판타지물#동양풍#무협물#복수#초월적존재#상처남#상처녀#오해#왕족/귀족#초능력#경찰/형사/수사관#외유내강#추리/미스터리/스릴러#평점4점이상#2014년출간#단행본,4.3,195.0
술탄의 사냥감,#별점100개이상#3000~5000원#가상시대물#판타지물#동양풍#첫사랑#동정남#절륜남#계략남#카리스마남#능글남#차원이동#신분차이#몸정>맘정#소유욕/독점욕/질투#운명적사랑#집착남#능력녀#순정녀#동정녀#고수위#단행본,3.3,311.0
배덕으로 물든 공포게임,#별점100개이상#3000원이하#나이차커플#계략남#역하렘#소유욕/독점욕/질투#능력남#걸크러시#추리/미스터리/스릴러#피폐물#하드코어#평점4점이상#고수위#단행본,4.2,232.0
복혼,#별점100개이상#3000원이하#가상시대물#동양풍#삼각관계#상처남#순정남#후회남#다정남#절륜남#순진녀#상처녀#몸정>맘정#소유욕/독점욕/질투#금단의관계#운명적사랑#능력남#다정녀#단행본,3.7,193.0
나이스 비스트,#별점100개이상#5000~1만원#현대물#첫사랑#친구>연인#순정남#동정남#절륜남#상처녀#애잔물#직진남#짝사랑남#대형견남#평범녀#동정녀#외유내강#평점4점이상#단행본,4.4,218.0
화유십일홍,#별점100개이상#1만원~2만원#궁정로맨스#판타지물#동양풍#순정남#왕족/귀족#초능력#영혼체인지/빙의#갑을관계#신분차이#여공남수#능력남#집착남#대형견남#능력녀#사이다녀#우월녀#걸크러시#조신남#여주중심#평점4점이상#단행본,4.2,160.0
알파팀의 레이디,#별점100개이상#3000원이하#가상시대물#판타지물#사내연애#삼각관계#원나잇#초월적존재#까칠남#다정남#순진녀#능글남#달달물#전문직#경찰/형사/수사관#천재#몸정>맘정#소유욕/독점욕/질투#능력남#무심남#능력녀#털털녀#이야기중심#하드코어#고수위#단행본,3.7,417.0
도련님 오시는 밤,#별점100개이상#3000원이하#가상시대물#동양풍#첫사랑#신데렐라#다정남#절륜남#계략남#순진녀#카리스마남#재벌남#신분차이#몸정>맘정#소유욕/독점욕/질투#뇌섹남#능력남#직진남#유혹남#집착남#평범녀#다정녀#짝사랑녀#순정녀#동정녀#이야기중심#고수위#단행본,3.7,275.0
도깨비 왕,#별점100개이상#1만원~2만원#판타지물#동양풍#초월적존재#절륜남#오해#초능력#권선징악#소유욕/독점욕/질투#운명적사랑#직진녀#이야기중심#평점4점이상#단행본,4.2,147.0
"스폰, 거부할 수 없는",#별점100개이상#3000~5000원#현대물#첫사랑#연예인#재회물#상처남#계략남#상처녀#오해#베이비메신저#갑을관계#뇌섹남#능력남#순정녀#단행본,3.9,194.0
항복하다,#별점100개이상#3000원이하#현대물#첫사랑#재회물#까칠남#순정남#동정남#연하남#상처녀#오해#달달물#몸정>맘정#소유욕/독점욕/질투#뇌섹남#능력남#짝사랑남#철벽남#존댓말남#능력녀#도도녀#우월녀#엉뚱녀#이야기중심#고수위#단행본,3.5,202.0
가을보다 짙은,#별점100개이상#3000~5000원#현대물#판타지물#동양풍#서양풍#첫사랑#시월드#원나잇#재회물#초월적존재#친구>연인#순정남#후회남#절륜남#계략남#상처녀#오해#카리스마남#왕족/귀족#달달물#신분차이#몸정>맘정#소유욕/독점욕/질투#금단의관계#운명적사랑#유혹남#짝사랑남#능력녀#다정녀#유혹녀#짝사랑녀#순정녀#동정녀#엉뚱녀#힐링물#피폐물#츤데레남#평점4점이상#단행본,4.2,172.0
키스보다 순정,#별점100개이상#3000원이하#현대물#첫사랑#친구>연인#순정남#다정남#절륜남#달달물#도도녀#외유내강#고수위#단행본,3.8,494.0
검은 용의 갈빗대,#별점100개이상#1만원~2만원#궁정로맨스#가상시대물#판타지물#서양풍#첫사랑#초월적존재#전생/환생#순정남#왕족/귀족#애잔물#사차원남#금단의관계#짝사랑남#대형견남#계략녀#짝사랑녀#순정녀#성장물#평점4점이상#단행본,4.5,143.0
나의 짐승남을 부탁해,#별점100개이상#5000~1만원#평점4점이상#2016년출간#단행본,4.1,290.0
친애하는 악우에게,#별점100개이상#3000원이하#판타지물#기억상실#첫사랑#순정남#절륜남#능글남#달달물#애잔물#능력남#직진남#유혹남#까칠녀#무심녀#평점4점이상#고수위#단행본,4.3,242.0
연하가 짖다,#별점100개이상#5000~1만원#현대물#첫사랑#연예인#동정남#후회남#연하남#상처녀#갑을관계#계약연애/결혼#능력남#능력녀#단행본,3.7,179.0
황후의 침실엔 악마가 산다,#별점100개이상#3000원이하#궁정로맨스#가상시대물#서양풍#순정남#다정남#절륜남#상처녀#왕족/귀족#운명적사랑#단행본,3.8,255.0
보고 있어,#별점100개이상#5000~1만원#현대물#첫사랑#친구>연인#순정남#재벌남#소유욕/독점욕/질투#외유내강#힐링물#평점4점이상#단행본,4.1,181.0
후견인의 여자,#별점100개이상#3000~5000원#현대물#나이차커플#삼각관계#첫사랑#신파#까칠남#순진녀#상처녀#카리스마남#키잡물#소유욕/독점욕/질투#순정녀#2015년출간#단행본,3.6,345.0
금은의 왕관,#별점100개이상#1만원~2만원#가상시대물#계략남#왕족/귀족#계약연애/결혼#능력남#능력녀#순정녀#단행본,3.7,118.0
연애하자,#별점100개이상#3000~5000원#현대물#까칠남#잔잔물#달달물#사이다남#오만남#무심녀#털털녀#엉뚱녀#쾌활발랄녀#2016년출간#단행본,3.8,207.0
마이 에로 퍼피,#별점100개이상#5000~1만원#현대물#로맨틱코미디#원나잇#동정남#상처녀#달달물#운명적사랑#사이다남#직진남#철벽남#동정녀#엉뚱녀#조신남#단행본,3.9,285.0
제물맞이,#별점100개이상#3000원이하#가상시대물#판타지물#동양풍#동거#첫사랑#초월적존재#까칠남#상처남#순정남#동정남#다정남#절륜남#계략남#순진녀#상처녀#카리스마남#능글남#잔잔물#달달물#신분차이#소유욕/독점욕/질투#운명적사랑#능력남#직진남#유혹남#집착남#냉정남#오만남#평범녀#직진녀#다정녀#애교녀#순정녀#동정녀#엉뚱녀#쾌활발랄녀#힐링물#이야기중심#평점4점이상#단행본,4.1,286.0
등잔 밑의 너,#별점100개이상#1만원~2만원#현대물#캠퍼스물#복수#첫사랑#재회물#상처남#나쁜남자#후회남#계략남#상처녀#오해#재벌남#신분차이#소유욕/독점욕/질투#철벽녀#무심녀#도도녀#평점4점이상#단행본,4.0,222.0
로열 비스트,#별점100개이상#3000~5000원#판타지물#초월적존재#순정남#순진녀#상처녀#카리스마남#왕족/귀족#차원이동#소유욕/독점욕/질투#능력남#능력녀#다정녀#외유내강#평점4점이상#2013년이전#단행본,4.0,396.0
화이트아웃,#별점100개이상#5000~1만원#현대물#로맨틱코미디#상처남#순정남#다정남#절륜남#절륜녀#상처녀#오해#능글남#달달물#애잔물#외국인/혼혈#경찰/형사/수사관#라이벌/앙숙#비밀연애#몸정>맘정#소유욕/독점욕/질투#금단의관계#운명적사랑#능력남#직진남#유혹남#존댓말남#뇌섹녀#능력녀#무심녀#추리/미스터리/스릴러#더티토크#조신남#츤데레남#평점4점이상#고수위#단행본,4.5,237.0
넬리의 비밀 정원,#별점100개이상#3000원이하#서양풍#원나잇#정략결혼#절륜남#절륜녀#순진녀#비밀연애#몸정>맘정#소유욕/독점욕/질투#금단의관계#직진남#유혹남#집착남#외유내강#더티토크#고수위#단행본,3.9,347.0
늑대의 반려,#별점100개이상#3000원이하#판타지물#서양풍#초월적존재#계략남#존댓말남#직진녀#쾌활발랄녀#평점4점이상#단행본,4.0,174.0
후작과 후견인,#별점100개이상#3000~5000원#가상시대물#서양풍#나이차커플#로맨틱코미디#첫사랑#동정남#연하남#다정남#절륜남#계략남#절륜녀#왕족/귀족#권선징악#키잡물#직진남#유혹남#존댓말남#능력녀#사이다녀#철벽녀#조신남#단행본,3.8,232.0
에보니,#별점100개이상#2만원초과#서양풍#복수#다정남#상처녀#권선징악#뇌섹남#능력남#직진남#능력녀#직진녀#외유내강#걸크러시#힐링물#성장물#평점4점이상#단행본,4.8,246.0
악마 같은 그 녀석,#별점100개이상#3000~5000원#현대물#동거#사제지간#연하남#소유욕/독점욕/질투#2013년이전#고수위#단행본,3.8,268.0
애기 마님 머슴살이,#별점100개이상#3000원이하#가상시대물#동양풍#로맨틱코미디#첫사랑#정략결혼#다정남#순진녀#오해#왕족/귀족#달달물#능력남#유혹남#순진남#엉뚱녀#단행본,3.9,335.0
발로 밟아도 됩니까?,#별점100개이상#1만원~2만원#현대물#궁정로맨스#가상시대물#판타지물#서양풍#로맨틱코미디#첫사랑#신데렐라#원나잇#까칠남#상처남#순정남#동정남#절륜녀#왕족/귀족#재벌남#달달물#외국인/혼혈#전문직#천재#라이벌/앙숙#비밀연애#갑을관계#신분차이#몸정>맘정#소유욕/독점욕/질투#여공남수#직진남#애교남#유혹남#집착남#짝사랑남#철벽남#오만남#존댓말남#뇌섹녀#능력녀#사이다녀#능글녀#다정녀#유혹녀#집착녀#나쁜여자#후회녀#냉정녀#도도녀#우월녀#털털녀#엉뚱녀#성장물#더티토크#이야기중심#하드코어#조신남#평점4점이상#고수위#단행본,4.2,161.0
겨울 정원의 하와르,#별점100개이상#1만원~2만원#가상시대물#판타지물#서양풍#로맨틱코미디#시월드#정략결혼#다정남#왕족/귀족#달달물#선결혼후연애#직진남#순진남#존댓말남#직진녀#털털녀#엉뚱녀#쾌활발랄녀#힐링물#평점4점이상#단행본,4.5,217.0
하현의 신부,#별점100개이상#3000원이하#가상시대물#판타지물#동양풍#초월적존재#절륜남#오해#몸정>맘정#소유욕/독점욕/질투#무심남#평범녀#다정녀#후회녀#외유내강#츤데레남#고수위#단행본,3.8,223.0
기억 덫,#별점100개이상#3000원이하#현대물#첫사랑#재회물#친구>연인#동정남#다정남#절륜남#상처녀#오해#몸정>맘정#소유욕/독점욕/질투#능력남#직진남#짝사랑남#존댓말남#평범녀#유혹녀#짝사랑녀#까칠녀#도도녀#츤데레남#고수위#단행본,3.9,273.0
캐롯,#별점100개이상#1만원~2만원#서양풍#캠퍼스물#까칠남#순정남#동정남#연하남#뇌섹남#능력남#오만남#뇌섹녀#능력녀#순정녀#동정녀#평점4점이상#단행본,4.3,182.0
장미꽃 향기,#별점100개이상#3000~5000원#현대물#기억상실#복수#시월드#재회물#상처남#후회남#다정남#상처녀#재벌남#애잔물#권선징악#소유욕/독점욕/질투#운명적사랑#능력남#직진남#능력녀#재벌녀#사이다녀#도도녀#단행본,3.7,251.0
여우와 신포도,#별점100개이상#3000~5000원#현대물#캠퍼스물#첫사랑#친구>연인#순정남#동정남#다정남#계략남#순진녀#상처녀#오해#잔잔물#애교남#유혹남#짝사랑남#철벽남#평범녀#다정녀#엉뚱녀#힐링물#성장물#이야기중심#단행본,3.9,216.0
에메라다 뷔올로 살아남기,#별점100개이상#5000~1만원#판타지물#서양풍#왕족/귀족#영혼체인지/빙의#짝사랑남#존댓말남#능력녀#무심녀#성장물#조신남#평점4점이상#단행본,4.5,229.0
탐내보라,#별점100개이상#3000원이하#현대물#학원물#로맨틱코미디#첫사랑#재회물#친구>연인#까칠남#순정남#동정남#절륜남#순진녀#달달물#계약연애/결혼#능력남#직진남#유혹남#사이다녀#직진녀#다정녀#짝사랑녀#동정녀#털털녀#힐링물#성장물#평점4점이상#단행본,4.0,176.0
붉은 수수밭,#별점100개이상#3000원이하#현대물#나이차커플#삼각관계#연하남#상처녀#몸정>맘정#소유욕/독점욕/질투#유혹남#집착남#존댓말남#평범녀#무심녀#피폐물#평점4점이상#고수위#단행본,4.0,162.0
사랑도 통역이 되나요?,#별점100개이상#5000~1만원#궁정로맨스#가상시대물#판타지물#서양풍#다정남#순진녀#카리스마남#왕족/귀족#잔잔물#차원이동#외국인/혼혈#능력남#평범녀#외유내강#이야기중심#평점4점이상#단행본,4.1,288.0
어떤 결혼,#별점100개이상#3000원이하#현대물#동거#삼각관계#순정남#절륜남#무심녀#도도녀#외유내강#평점4점이상#2015년출간#고수위#단행본,4.0,343.0
오아시스 너머 그대,#별점100개이상#3000~5000원#현대물#동거#신파#재회물#까칠남#상처남#순정남#상처녀#오해#재벌남#애잔물#베이비메신저#소유욕/독점욕/질투#외유내강#2015년출간#고수위#단행본,3.9,465.0
인어공주 마녀,#별점100개이상#3000원이하#궁정로맨스#판타지물#서양풍#순정남#절륜남#카리스마남#왕족/귀족#소유욕/독점욕/질투#능력녀#순정녀#이야기중심#신화물#고수위#단행본,3.7,402.0
개정판 | 폭군의 밤,#5000~1만원#현대물#상처남#나쁜남자#계략남#상처녀#재벌남#갑을관계#소유욕/독점욕/질투#능력녀#평점4점이상#고수위#단행본,4.1,62.0
"여우 신부, 호야(好夜)",#별점100개이상#3000원이하#가상시대물#동양풍#순정남#동정남#잔잔물#달달물#몸정>맘정#운명적사랑#능력남#계략녀#동정녀#엉뚱녀#조신남#단행본,3.9,180.0
눈을 맞추고,#별점100개이상#3000원이하#현대물#나이차커플#상처남#순진녀#상처녀#잔잔물#능력남#직진남#철벽남#무심녀#힐링물#이야기중심#고수위#단행본,3.9,371.0
루비라이크,#별점100개이상#1만원~2만원#현대물#삼각관계#재회물#순정남#상처녀#오해#재벌남#계약연애/결혼#소유욕/독점욕/질투#능력남#유혹남#외유내강#쾌활발랄녀#단행본,3.8,125.0
놈의 취향,#별점100개이상#3000원이하#현대물#연하남#상처녀#소유욕/독점욕/질투#평범남#직진남#집착남#짝사랑녀#동정녀#2016년출간#단행본,3.7,378.0
개정판 | 달콤한 더 맨,#별점100개이상#3000~5000원#현대물#로맨틱코미디#까칠남#후회남#순진녀#오해#카리스마남#갑을관계#소유욕/독점욕/질투#능력남#냉정남#평범녀#털털녀#쾌활발랄녀#평점4점이상#단행본,4.2,131.0
터닝 (Turning),#별점500개이상#3000원이하#현대물#친구>연인#순정남#다정남#달달물#다정녀#엉뚱녀#쾌활발랄녀#평점4점이상#2015년출간#단행본,4.0,514.0
새벽을 불러줘,#별점100개이상#5000~1만원#현대물#동거#삼각관계#첫사랑#전생/환생#순정남#다정남#애잔물#회귀/타임슬립#운명적사랑#다정녀#외유내강#평점4점이상#2016년출간#단행본,4.1,239.0
너는 어리고 위험한 짐승,#별점100개이상#3000~5000원#현대물#사제지간#순정남#연하남#다정남#절륜남#상처녀#전문직#몸정>맘정#소유욕/독점욕/질투#직진남#유혹남#뇌섹녀#능력녀#도도녀#더티토크#고수위#단행본,3.6,206.0
아찔한 고백,#별점100개이상#3000원이하#현대물#로맨틱코미디#사내연애#까칠남#카리스마남#달달물#비밀연애#능력남#다정녀#짝사랑녀#쾌활발랄녀#고수위#단행본,3.6,371.0
용신의 연인,#별점100개이상#3000원이하#판타지물#동양풍#초월적존재#순정남#다정남#왕족/귀족#달달물#차원이동#계약연애/결혼#능력남#철벽남#다정녀#외유내강#2016년출간#단행본,3.7,269.0
A.S.K.Y (안 생겨요),#별점100개이상#3000~5000원#현대물#로맨틱코미디#첫사랑#친구>연인#까칠남#상처남#순정남#소유욕/독점욕/질투#운명적사랑#평점4점이상#2013년이전#단행본,4.0,245.0
용궁에 떨어진 옥토끼,#별점100개이상#3000원이하#판타지물#동양풍#기억상실#로맨틱코미디#첫사랑#재회물#초월적존재#순정남#연하남#절륜남#오해#능글남#왕족/귀족#운명적사랑#오만남#평범녀#애교녀#유혹녀#순정녀#엉뚱녀#신화물#평점4점이상#고수위#단행본,4.1,472.0
은밀한 창문 너머,#별점100개이상#3000~5000원#동거#사내연애#첫사랑#재회물#계략남#순진녀#상처녀#오해#재벌남#조직/암흑가#비밀연애#몸정>맘정#소유욕/독점욕/질투#직진남#후회녀#순정녀#외유내강#평점4점이상#단행본,4.3,111.0
혼후 순결,#별점100개이상#3000원이하#현대물#나이차커플#로맨틱코미디#첫사랑#연예인#정략결혼#상처남#절륜남#순진녀#상처녀#오해#카리스마남#재벌남#선결혼후연애#소유욕/독점욕/질투#능력남#직진남#집착남#짝사랑남#냉정남#재벌녀#유혹녀#짝사랑녀#외유내강#고수위#단행본,3.8,267.0
큰 남자가 취향이라,#별점100개이상#3000원이하#나이차커플#사내연애#원나잇#까칠남#재벌남#라이벌/앙숙#몸정>맘정#뇌섹남#능력남#직진남#철벽남#냉정남#오만남#뇌섹녀#사이다녀#직진녀#유혹녀#까칠녀#도도녀#더티토크#고수위#단행본,3.9,218.0
다 줄게,#별점100개이상#3000원이하#현대물#연하남#다정남#달달물#전문직#직진남#존댓말남#대형견남#능력녀#다정녀#도도녀#힐링물#평점4점이상#단행본,4.3,266.0
"당신만 행복하다면,",#별점100개이상#3000원이하#현대물#동거#다정남#상처녀#능력남#직진남#존댓말남#능력녀#까칠녀#무심녀#힐링물#평점4점이상#단행본,4.0,288.0
주인의 자질,#별점100개이상#3000~5000원#현대물#동거#속도위반#동정남#절륜남#계략남#상처녀#재벌남#갑을관계#몸정>맘정#소유욕/독점욕/질투#존댓말남#동정녀#더티토크#하드코어#썸딜#고수위#단행본,3.9,271.0
"사랑, 위험한 매혹",#별점100개이상#3000~5000원#현대물#원나잇#순정남#다정남#카리스마남#달달물#소유욕/독점욕/질투#운명적사랑#능력녀#직진녀#2015년출간#단행본,3.9,425.0
침대 위의 짐승을 길들였습니다,#별점100개이상#1만원~2만원#가상시대물#판타지물#서양풍#초월적존재#정략결혼#나쁜남자#후회남#절륜남#상처녀#오해#왕족/귀족#선결혼후연애#몸정>맘정#능력남#오만남#능력녀#다정녀#짝사랑녀#이야기중심#단행본,3.7,135.0
"안녕, 차수현",#별점100개이상#3000~5000원#현대물#로맨틱코미디#복수#연예인#상처남#순정남#다정남#달달물#전문직#운명적사랑#짝사랑남#다정녀#순정녀#외유내강#털털녀#쾌활발랄녀#힐링물#성장물#이야기중심#평점4점이상#단행본,4.2,291.0
냉궁에 핀 꽃,#별점100개이상#3000원이하#궁정로맨스#가상시대물#동양풍#첫사랑#정략결혼#동정남#절륜남#상처녀#왕족/귀족#선결혼후연애#몸정>맘정#운명적사랑#능력남#오만남#존댓말남#사이다녀#동정녀#도도녀#츤데레남#고수위#단행본,3.9,140.0
색향,#별점100개이상#3000원이하#가상시대물#동양풍#신파#상처남#나쁜남자#절륜남#순진녀#상처녀#카리스마남#왕족/귀족#갑을관계#신분차이#소유욕/독점욕/질투#운명적사랑#냉정남#동정녀#고수위#단행본,3.8,194.0
황제와 벙어리,#별점100개이상#5000~1만원#궁정로맨스#가상시대물#서양풍#나이차커플#신데렐라#절륜남#순진녀#왕족/귀족#애잔물#권선징악#신분차이#능력남#집착남#냉정남#평범녀#다정녀#동정녀#이야기중심#단행본,3.9,160.0
어릿광대의 동화,#별점100개이상#1만원~2만원#판타지물#서양풍#초월적존재#능글남#왕족/귀족#초능력#차원이동#라이벌/앙숙#운명적사랑#능력남#외유내강#걸크러시#털털녀#이야기중심#평점4점이상#단행본,4.5,188.0
As-브릴리언트 데이즈,#별점100개이상#1만원~2만원#학원물#판타지물#서양풍#삼각관계#첫사랑#친구>연인#전생/환생#상처남#바람둥이#계략남#순진녀#카리스마남#달달물#차원이동#회귀/타임슬립#역하렘#소유욕/독점욕/질투#운명적사랑#능력남#냉정남#다정녀#무심녀#도도녀#외유내강#힐링물#성장물#평점4점이상#2015년출간#단행본,4.2,205.0
외골수,#별점100개이상#3000원이하#현대물#학원물#첫사랑#신파#재회물#상처남#순정남#소유욕/독점욕/질투#운명적사랑#평점4점이상#2013년이전#단행본,4.5,132.0
그 남자의 늪,#별점100개이상#5000~1만원#현대물#복수#계략남#상처녀#카리스마남#재벌남#권선징악#비밀연애#외유내강#더티토크#단행본,3.8,247.0
흐드러지는 달,#별점100개이상#3000원이하#가상시대물#판타지물#동정남#절륜남#상처녀#몸정>맘정#직진남#존댓말남#능력녀#사이다녀#직진녀#유혹녀#걸크러시#이야기중심#평점4점이상#단행본,4.2,237.0
폐비의 사생활,#별점100개이상#3000~5000원#궁정로맨스#로맨틱코미디#재회물#정략결혼#순정남#계략남#엉뚱녀#쾌활발랄녀#2016년출간#단행본,3.8,267.0
전 그쪽 몸만 원해요,#별점100개이상#3000원이하#현대물#사내연애#첫사랑#원나잇#동정남#다정남#계략남#재벌남#비밀연애#신분차이#몸정>맘정#소유욕/독점욕/질투#뇌섹남#능력남#유혹남#짝사랑남#순진남#존댓말남#뇌섹녀#능력녀#직진녀#유혹녀#도도녀#고수위#단행본,3.4,273.0
민트,#별점100개이상#3000~5000원#현대물#사제지간#삼각관계#까칠남#상처남#순진녀#평점4점이상#2014년출간#단행본,4.1,216.0
질 나쁜 아저씨,#별점100개이상#3000원이하#현대물#나이차커플#까칠남#상처녀#키잡물#집착남#순정녀#외유내강#츤데레남#평점4점이상#고수위#단행본,4.2,295.0
단죄의 해후,#별점100개이상#3000원이하#가상시대물#서양풍#복수#첫사랑#신파#재회물#상처남#나쁜남자#순정남#연하남#절륜남#상처녀#오해#왕족/귀족#신분차이#소유욕/독점욕/질투#집착남#무심녀#도도녀#2015년출간#단행본,3.4,349.0
리부트 시에나,#별점100개이상#1만원~2만원#서양풍#복수#시월드#상처남#상처녀#카리스마남#왕족/귀족#회귀/타임슬립#권선징악#계약연애/결혼#능력남#능력녀#사이다녀#짝사랑녀#외유내강#걸크러시#이야기중심#단행본,3.4,145.0
용봉야음,#별점100개이상#3000~5000원#궁정로맨스#가상시대물#동양풍#정략결혼#다정남#절륜남#상처녀#오해#왕족/귀족#권선징악#선결혼후연애#소유욕/독점욕/질투#능력남#집착남#짝사랑남#존댓말남#능력녀#다정녀#짝사랑녀#철벽녀#외유내강#평점4점이상#고수위#단행본,4.2,247.0
남장 비서 (외전증보판),#별점100개이상#5000~1만원#남장여자#카리스마남#권선징악#소유욕/독점욕/질투#뇌섹녀#단행본,3.7,252.0
푸른 수염의 성을 나오다,#별점100개이상#3000~5000원#시월드#신파#까칠남#후회남#무심녀#도도녀#외유내강#평점4점이상#2013년이전#단행본,4.1,365.0
독을 품은 꽃은 아름답다,#별점100개이상#3000원이하#판타지물#서양풍#정략결혼#순정남#다정남#상처녀#왕족/귀족#달달물#애잔물#회귀/타임슬립#능력남#존댓말남#후회녀#철벽녀#평점4점이상#단행본,4.2,180.0
커밍,#별점100개이상#3000~5000원#현대물#기억상실#재회물#절륜남#계략남#재벌남#소유욕/독점욕/질투#능력남#유혹남#집착남#평범녀#다정녀#순정녀#이야기중심#고수위#단행본,3.8,327.0
너랑 자보고 싶어,#별점100개이상#5000~1만원#현대물#첫사랑#재회물#친구>연인#순정남#동정남#다정남#계략남#재벌남#달달물#몸정>맘정#능력남#유혹남#집착남#능력녀#철벽녀#동정녀#평점4점이상#고수위#단행본,4.3,239.0
약탈의 밤,#별점100개이상#3000원이하#가상시대물#동양풍#첫사랑#순정남#다정남#계략남#왕족/귀족#신분차이#다정녀#순정녀#외유내강#고수위#단행본,3.6,362.0
"twelve, 열두 번째 장난감",#별점100개이상#3000~5000원#현대물#재회물#나쁜남자#후회남#순진녀#상처녀#오해#갑을관계#몸정>맘정#외유내강#고수위#단행본,3.8,223.0
가장 완벽한 결혼,#별점100개이상#3000~5000원#현대물#정략결혼#다정남#상처녀#잔잔물#선결혼후연애#평점4점이상#2016년출간#단행본,4.0,380.0
아카시아,#별점500개이상#5000~1만원#현대물#나이차커플#삼각관계#첫사랑#신파#재회물#순정남#후회남#전문직#운명적사랑#평점4점이상#2013년이전#단행본,4.2,505.0
꿀처럼 찐득한,#별점100개이상#3000~5000원#현대물#상처녀#전문직#뇌섹남#능력남#존댓말남#능력녀#사이다녀#평점4점이상#고수위#단행본,4.1,287.0
애프터 디 엔드,#별점100개이상#3000원이하#현대물#가상시대물#첫사랑#재회물#나쁜남자#순정남#계략남#상처녀#카리스마남#소유욕/독점욕/질투#운명적사랑#뇌섹남#능력남#집착남#평범녀#직진녀#순정녀#외유내강#추리/미스터리/스릴러#단행본,3.9,240.0
세상에 나쁜 성녀는 없다,#별점100개이상#1만원~2만원#판타지물#서양풍#로맨틱코미디#첫사랑#순정남#동정남#절륜남#오해#왕족/귀족#몸정>맘정#소유욕/독점욕/질투#능력남#집착남#짝사랑남#존댓말남#능력녀#직진녀#동정녀#걸크러시#엉뚱녀#조신남#평점4점이상#단행본,4.2,125.0
악녀를 얕보지 마세요,#별점100개이상#1만원~2만원#판타지물#서양풍#기억상실#첫사랑#순정남#다정남#상처녀#오해#왕족/귀족#신분차이#평범남#순진남#존댓말남#대형견남#사이다녀#직진녀#계략녀#집착녀#후회녀#짝사랑녀#까칠녀#냉정녀#도도녀#우월녀#걸크러시#성장물#악녀시점#이야기중심#여주중심#평점4점이상#단행본,4.3,146.0
30일간의 사정,#별점100개이상#3000원이하#현대물#나이차커플#동거#순정남#절륜남#계략남#순진녀#오해#카리스마남#소유욕/독점욕/질투#능력녀#2015년출간#고수위#단행본,3.6,330.0
하얀밤,#별점100개이상#3000~5000원#현대물#첫사랑#원나잇#재회물#순정남#다정남#능력녀#무심녀#도도녀#평점4점이상#2014년출간#단행본,4.0,427.0
빛애-절애의 사슬,#별점100개이상#3000~5000원#현대물#나이차커플#복수#첫사랑#나쁜남자#다정남#절륜남#권선징악#키잡물#소유욕/독점욕/질투#운명적사랑#2015년출간#고수위#단행본,3.4,347.0
블랑,#별점100개이상#3000~5000원#현대물#신데렐라#다정남#상처녀#오해#능글남#잔잔물#권선징악#소유욕/독점욕/질투#뇌섹남#직진남#철벽녀#동정녀#냉정녀#도도녀#이야기중심#단행본,3.7,311.0
바람직한 맞선,#별점100개이상#5000~1만원#현대물#맞선#상처남#순정남#다정남#절륜남#순진녀#카리스마남#달달물#몸정>맘정#소유욕/독점욕/질투#운명적사랑#능력남#사이다남#직진남#집착남#존댓말남#직진녀#순정녀#외유내강#이야기중심#고수위#단행본,3.8,100.0
"런던, 가을 사랑: 운명의 붉은 실",#별점100개이상#5000~1만원#현대물#첫사랑#연예인#다정남#상처녀#카리스마남#능글남#왕족/귀족#달달물#애잔물#외국인/혼혈#운명적사랑#능력남#직진남#능력녀#철벽녀#까칠녀#도도녀#평점4점이상#단행본,4.2,322.0
전망 좋은 방,#별점100개이상#5000~1만원#현대물#정략결혼#상처남#절륜남#상처녀#재벌남#잔잔물#애잔물#권선징악#계약연애/결혼#뇌섹남#능력남#직진남#능력녀#재벌녀#다정녀#외유내강#이야기중심#평점4점이상#단행본,4.3,253.0
던전에서 치킨 냄새가 나요,#별점100개이상#1만원~2만원#판타지물#서양풍#순정남#다정남#순진녀#차원이동#신분차이#운명적사랑#존댓말남#대형견남#능력녀#다정녀#외유내강#우월녀#힐링물#이야기중심#여주중심#평점4점이상#단행본,4.1,150.0
나는 엑스트라가 아니다,#별점100개이상#1만원~2만원#판타지물#첫사랑#순정남#후회남#다정남#애잔물#회귀/타임슬립#신분차이#능력남#능력녀#직진녀#걸크러시#힐링물#성장물#조신남#단행본,3.2,162.0
